Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-9edj,branch-ee59,checkpoint-7g4v,branch-52fz,checkpoint-irp3,randomiser-912i,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,progress,audio,cont_step
322,1626203918853,13/07/2021 19:18:38,1626203919283,-5,13/07/2021 14:18:39,55990,9,task-b3m7,,14300489,5d463e632f66d00016120742,4258754,,complete,,60ede5a3f2865e686db5cf28,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1536x864,1536x793,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,45,63,2,response,continueButton,continue_keyboard,966.7999999998137,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_003.mp3,3
323,1626203919700,13/07/2021 19:18:39,1626203920271,-5,13/07/2021 14:18:40,55990,9,task-b3m7,,14300489,5d463e632f66d00016120742,4258754,,complete,,60ede5a3f2865e686db5cf28,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1536x864,1536x793,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,45,63,3,isi,fixation,timelimit_screen,999.9290000000037,,,,,0,1,0,,,1,,1,vas_bada_task,1,ba-da_003.mp3,3
324,1626203919910,13/07/2021 19:18:39,1626203920306,-5,13/07/2021 14:18:40,55990,9,task-b3m7,,14300489,5d463e632f66d00016120742,4258754,,complete,,60ede5a3f2865e686db5cf28,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1536x864,1536x793,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,75,64,1,stimuli,Zone1,content_web_audio,1.1999999997206032,,,AUDIO PLAY REQUESTED,,0,1,0,,,,,1,vas_bada_task,1,ba-da_005.mp3,5
325,1626203920117,13/07/2021 19:18:40,1626203920537,-5,13/07/2021 14:18:40,55990,9,task-b3m7,,14300489,5d463e632f66d00016120742,4258754,,complete,,60ede5a3f2865e686db5cf28,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1536x864,1536x793,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,75,64,1,stimuli,Zone1,content_web_audio,232.10000000009313,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_005.mp3,5
326,1626203921113,13/07/2021 19:18:41,1626203921680,-5,13/07/2021 14:18:41,55990,9,task-b3m7,,14300489,5d463e632f66d00016120742,4258754,,complete,,60ede5a3f2865e686db5cf28,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1536x864,1536x793,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,75,64,2,response,likert,response_rating_scale_likert,1122.5,,,7,,0,1,0,,,,,1,vas_bada_task,1,ba-da_005.mp3,5
327,1626203921254,13/07/2021 19:18:41,1626203921681,-5,13/07/2021 14:18:41,55990,9,task-b3m7,,14300489,5d463e632f66d00016120742,4258754,,complete,,60ede5a3f2865e686db5cf28,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1536x864,1536x793,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,75,64,2,response,continueButton,continue_keyboard,1122.5,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_005.mp3,5
328,1626203922098,13/07/2021 19:18:42,1626203922670,-5,13/07/2021 14:18:42,55990,9,task-b3m7,,14300489,5d463e632f66d00016120742,4258754,,complete,,60ede5a3f2865e686db5cf28,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1536x864,1536x793,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,75,64,3,isi,fixation,timelimit_screen,1000.0089999999909,,,,,0,1,0,,,1,,1,vas_bada_task,1,ba-da_005.mp3,5
329,1626203922247,13/07/2021 19:18:42,1626203922704,-5,13/07/2021 14:18:42,55990,9,task-b3m7,,14300489,5d463e632f66d00016120742,4258754,,complete,,60ede5a3f2865e686db5cf28,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1536x864,1536x793,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,61,65,1,stimuli,Zone1,content_web_audio,0.7000000001862645,,,AUDIO PLAY REQUESTED,,0,1,0,,,,,1,vas_bada_task,1,ba-da_004.mp3,4
330,1626203922403,13/07/2021 19:18:42,1626203922937,-5,13/07/2021 14:18:42,55990,9,task-b3m7,,14300489,5d463e632f66d00016120742,4258754,,complete,,60ede5a3f2865e686db5cf28,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1536x864,1536x793,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,61,65,1,stimuli,Zone1,content_web_audio,233.20000000018626,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_004.mp3,4
331,1626203923278,13/07/2021 19:18:43,1626203923795,-5,13/07/2021 14:18:43,55990,9,task-b3m7,,14300489,5d463e632f66d00016120742,4258754,,complete,,60ede5a3f2865e686db5cf28,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1536x864,1536x793,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,61,65,2,response,likert,response_rating_scale_likert,847.3999999999069,,,7,,0,1,0,,,,,1,vas_bada_task,1,ba-da_004.mp3,4
332,1626203923450,13/07/2021 19:18:43,1626203923798,-5,13/07/2021 14:18:43,55990,9,task-b3m7,,14300489,5d463e632f66d00016120742,4258754,,complete,,60ede5a3f2865e686db5cf28,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1536x864,1536x793,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,61,65,2,response,continueButton,continue_keyboard,847.3999999999069,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_004.mp3,4
333,1626203924221,13/07/2021 19:18:44,1626203924787,-5,13/07/2021 14:18:44,55990,9,task-b3m7,,14300489,5d463e632f66d00016120742,4258754,,complete,,60ede5a3f2865e686db5cf28,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1536x864,1536x793,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,61,65,3,isi,fixation,timelimit_screen,999.9709999999905,,,,,0,1,0,,,1,,1,vas_bada_task,1,ba-da_004.mp3,4
334,1626203924418,13/07/2021 19:18:44,1626203924802,-5,13/07/2021 14:18:44,55990,9,task-b3m7,,14300489,5d463e632f66d00016120742,4258754,,complete,,60ede5a3f2865e686db5cf28,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1536x864,1536x793,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,11,66,1,stimuli,Zone1,content_web_audio,0.40000000037252903,,,AUDIO PLAY REQUESTED,,0,1,0,,,,,1,vas_bada_task,1,ba-da_001.mp3,1
335,1626203924622,13/07/2021 19:18:44,1626203925037,-5,13/07/2021 14:18:45,55990,9,task-b3m7,,14300489,5d463e632f66d00016120742,4258754,,complete,,60ede5a3f2865e686db5cf28,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1536x864,1536x793,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,11,66,1,stimuli,Zone1,content_web_audio,235,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_001.mp3,1
336,1626203925645,13/07/2021 19:18:45,1626203926208,-5,13/07/2021 14:18:46,55990,9,task-b3m7,,14300489,5d463e632f66d00016120742,4258754,,complete,,60ede5a3f2865e686db5cf28,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1536x864,1536x793,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,11,66,2,response,likert,response_rating_scale_likert,1151.2000000001863,,,1,,0,1,0,,,,,1,vas_bada_task,1,ba-da_001.mp3,1
337,1626203925843,13/07/2021 19:18:45,1626203926210,-5,13/07/2021 14:18:46,55990,9,task-b3m7,,14300489,5d463e632f66d00016120742,4258754,,complete,,60ede5a3f2865e686db5cf28,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1536x864,1536x793,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,11,66,2,response,continueButton,continue_keyboard,1151.2000000001863,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_001.mp3,1
338,1626203926625,13/07/2021 19:18:46,1626203927204,-5,13/07/2021 14:18:47,55990,9,task-b3m7,,14300489,5d463e632f66d00016120742,4258754,,complete,,60ede5a3f2865e686db5cf28,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1536x864,1536x793,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,11,66,3,isi,fixation,timelimit_screen,999.9180000000051,,,,,0,1,0,,,1,,1,vas_bada_task,1,ba-da_001.mp3,1
339,1626203926771,13/07/2021 19:18:46,1626203927238,-5,13/07/2021 14:18:47,55990,9,task-b3m7,,14300489,5d463e632f66d00016120742,4258754,,complete,,60ede5a3f2865e686db5cf28,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1536x864,1536x793,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,47,67,1,stimuli,Zone1,content_web_audio,0.6000000000931323,,,AUDIO PLAY REQUESTED,,0,1,0,,,,,1,vas_bada_task,1,ba-da_003.mp3,3
340,1626203926925,13/07/2021 19:18:46,1626203927477,-5,13/07/2021 14:18:47,55990,9,task-b3m7,,14300489,5d463e632f66d00016120742,4258754,,complete,,60ede5a3f2865e686db5cf28,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1536x864,1536x793,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,47,67,1,stimuli,Zone1,content_web_audio,239.20000000018626,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_003.mp3,3
341,1626203927815,13/07/2021 19:18:47,1626203928384,-5,13/07/2021 14:18:48,55990,9,task-b3m7,,14300489,5d463e632f66d00016120742,4258754,,complete,,60ede5a3f2865e686db5cf28,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1536x864,1536x793,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,47,67,2,response,likert,response_rating_scale_likert,888.1000000000931,,,1,,0,1,0,,,,,1,vas_bada_task,1,ba-da_003.mp3,3
342,1626203927992,13/07/2021 19:18:47,1626203928386,-5,13/07/2021 14:18:48,55990,9,task-b3m7,,14300489,5d463e632f66d00016120742,4258754,,complete,,60ede5a3f2865e686db5cf28,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1536x864,1536x793,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,47,67,2,response,continueButton,continue_keyboard,888.1000000000931,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_003.mp3,3
343,1626203928820,13/07/2021 19:18:48,1626203929370,-5,13/07/2021 14:18:49,55990,9,task-b3m7,,14300489,5d463e632f66d00016120742,4258754,,complete,,60ede5a3f2865e686db5cf28,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1536x864,1536x793,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,47,67,3,isi,fixation,timelimit_screen,1000.0109999999986,,,,,0,1,0,,,1,,1,vas_bada_task,1,ba-da_003.mp3,3
344,1626203928961,13/07/2021 19:18:48,1626203929401,-5,13/07/2021 14:18:49,55990,9,task-b3m7,,14300489,5d463e632f66d00016120742,4258754,,complete,,60ede5a3f2865e686db5cf28,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1536x864,1536x793,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,84,68,1,stimuli,Zone1,content_web_audio,0.7000000001862645,,,AUDIO PLAY REQUESTED,,0,1,0,,,,,1,vas_bada_task,1,ba-da_006.mp3,6
345,1626203929117,13/07/2021 19:18:49,1626203929637,-5,13/07/2021 14:18:49,55990,9,task-b3m7,,14300489,5d463e632f66d00016120742,4258754,,complete,,60ede5a3f2865e686db5cf28,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1536x864,1536x793,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,84,68,1,stimuli,Zone1,content_web_audio,236.3000000002794,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_006.mp3,6
346,1626203929836,13/07/2021 19:18:49,1626203930411,-5,13/07/2021 14:18:50,55990,9,task-b3m7,,14300489,5d463e632f66d00016120742,4258754,,complete,,60ede5a3f2865e686db5cf28,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1536x864,1536x793,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,84,68,2,response,likert,response_rating_scale_likert,748.3999999999069,,,7,,0,1,0,,,,,1,vas_bada_task,1,ba-da_006.mp3,6
347,1626203930055,13/07/2021 19:18:50,1626203930413,-5,13/07/2021 14:18:50,55990,9,task-b3m7,,14300489,5d463e632f66d00016120742,4258754,,complete,,60ede5a3f2865e686db5cf28,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1536x864,1536x793,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,84,68,2,response,continueButton,continue_keyboard,748.3999999999069,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_006.mp3,6
348,1626203930836,13/07/2021 19:18:50,1626203931403,-5,13/07/2021 14:18:51,55990,9,task-b3m7,,14300489,5d463e632f66d00016120742,4258754,,complete,,60ede5a3f2865e686db5cf28,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1536x864,1536x793,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,84,68,3,isi,fixation,timelimit_screen,999.9550000000163,,,,,0,1,0,,,1,,1,vas_bada_task,1,ba-da_006.mp3,6
349,1626203930977,13/07/2021 19:18:50,1626203931434,-5,13/07/2021 14:18:51,55990,9,task-b3m7,,14300489,5d463e632f66d00016120742,4258754,,complete,,60ede5a3f2865e686db5cf28,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1536x864,1536x793,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,68,69,1,stimuli,Zone1,content_web_audio,0.7000000001862645,,,AUDIO PLAY REQUESTED,,0,1,0,,,,,1,vas_bada_task,1,ba-da_005.mp3,5
350,1626203931227,13/07/2021 19:18:51,1626203931669,-5,13/07/2021 14:18:51,55990,9,task-b3m7,,14300489,5d463e632f66d00016120742,4258754,,complete,,60ede5a3f2865e686db5cf28,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1536x864,1536x793,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,68,69,1,stimuli,Zone1,content_web_audio,235.5,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_005.mp3,5
351,1626203931960,13/07/2021 19:18:51,1626203932538,-5,13/07/2021 14:18:52,55990,9,task-b3m7,,14300489,5d463e632f66d00016120742,4258754,,complete,,60ede5a3f2865e686db5cf28,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1536x864,1536x793,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,68,69,2,response,likert,response_rating_scale_likert,846.1000000000931,,,7,,0,1,0,,,,,1,vas_bada_task,1,ba-da_005.mp3,5
352,1626203932105,13/07/2021 19:18:52,1626203932540,-5,13/07/2021 14:18:52,55990,9,task-b3m7,,14300489,5d463e632f66d00016120742,4258754,,complete,,60ede5a3f2865e686db5cf28,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1536x864,1536x793,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,68,69,2,response,continueButton,continue_keyboard,846.1000000000931,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_005.mp3,5
353,1626203932960,13/07/2021 19:18:52,1626203933537,-5,13/07/2021 14:18:53,55990,9,task-b3m7,,14300489,5d463e632f66d00016120742,4258754,,complete,,60ede5a3f2865e686db5cf28,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1536x864,1536x793,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,68,69,3,isi,fixation,timelimit_screen,1000.3310000000056,,,,,0,1,0,,,1,,1,vas_bada_task,1,ba-da_005.mp3,5
354,1626203933101,13/07/2021 19:18:53,1626203933568,-5,13/07/2021 14:18:53,55990,9,task-b3m7,,14300489,5d463e632f66d00016120742,4258754,,complete,,60ede5a3f2865e686db5cf28,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1536x864,1536x793,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,59,70,1,stimuli,Zone1,content_web_audio,0.7000000001862645,,,AUDIO PLAY REQUESTED,,0,1,0,,,,,1,vas_bada_task,1,ba-da_004.mp3,4
355,1626203933320,13/07/2021 19:18:53,1626203933805,-5,13/07/2021 14:18:53,55990,9,task-b3m7,,14300489,5d463e632f66d00016120742,4258754,,complete,,60ede5a3f2865e686db5cf28,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1536x864,1536x793,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,59,70,1,stimuli,Zone1,content_web_audio,236.8000000002794,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_004.mp3,4
356,1626203934054,13/07/2021 19:18:54,1626203934624,-5,13/07/2021 14:18:54,55990,9,task-b3m7,,14300489,5d463e632f66d00016120742,4258754,,complete,,60ede5a3f2865e686db5cf28,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1536x864,1536x793,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,59,70,2,response,likert,response_rating_scale_likert,810.1000000000931,,,7,,0,1,0,,,,,1,vas_bada_task,1,ba-da_004.mp3,4
357,1626203934242,13/07/2021 19:18:54,1626203934627,-5,13/07/2021 14:18:54,55990,9,task-b3m7,,14300489,5d463e632f66d00016120742,4258754,,complete,,60ede5a3f2865e686db5cf28,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1536x864,1536x793,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,59,70,2,response,continueButton,continue_keyboard,810.1000000000931,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_004.mp3,4
358,1626203935041,13/07/2021 19:18:55,1626203935619,-5,13/07/2021 14:18:55,55990,9,task-b3m7,,14300489,5d463e632f66d00016120742,4258754,,complete,,60ede5a3f2865e686db5cf28,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1536x864,1536x793,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,59,70,3,isi,fixation,timelimit_screen,999.9809999999998,,,,,0,1,0,,,1,,1,vas_bada_task,1,ba-da_004.mp3,4
359,1626203935196,13/07/2021 19:18:55,1626203935633,-5,13/07/2021 14:18:55,55990,9,task-b3m7,,14300489,5d463e632f66d00016120742,4258754,,complete,,60ede5a3f2865e686db5cf28,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1536x864,1536x793,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,104,71,1,stimuli,Zone1,content_web_audio,0.20000000018626451,,,AUDIO PLAY REQUESTED,,0,1,0,,,,,1,vas_bada_task,1,ba-da_007.mp3,7
360,1626203935377,13/07/2021 19:18:55,1626203935897,-5,13/07/2021 14:18:55,55990,9,task-b3m7,,14300489,5d463e632f66d00016120742,4258754,,complete,,60ede5a3f2865e686db5cf28,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1536x864,1536x793,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,104,71,1,stimuli,Zone1,content_web_audio,262.89999999990687,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_007.mp3,7
361,1626203936071,13/07/2021 19:18:56,1626203936637,-5,13/07/2021 14:18:56,55990,9,task-b3m7,,14300489,5d463e632f66d00016120742,4258754,,complete,,60ede5a3f2865e686db5cf28,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1536x864,1536x793,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,104,71,2,response,likert,response_rating_scale_likert,721.3999999999069,,,7,,0,1,0,,,,,1,vas_bada_task,1,ba-da_007.mp3,7
362,1626203936212,13/07/2021 19:18:56,1626203936639,-5,13/07/2021 14:18:56,55990,9,task-b3m7,,14300489,5d463e632f66d00016120742,4258754,,complete,,60ede5a3f2865e686db5cf28,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1536x864,1536x793,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,104,71,2,response,continueButton,continue_keyboard,721.3999999999069,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_007.mp3,7
363,1626203937056,13/07/2021 19:18:57,1626203937636,-5,13/07/2021 14:18:57,55990,9,task-b3m7,,14300489,5d463e632f66d00016120742,4258754,,complete,,60ede5a3f2865e686db5cf28,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1536x864,1536x793,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,104,71,3,isi,fixation,timelimit_screen,1000.3450000000012,,,,,0,1,0,,,1,,1,vas_bada_task,1,ba-da_007.mp3,7
364,1626203937217,13/07/2021 19:18:57,1626203937651,-5,13/07/2021 14:18:57,55990,9,task-b3m7,,14300489,5d463e632f66d00016120742,4258754,,complete,,60ede5a3f2865e686db5cf28,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1536x864,1536x793,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,21,72,1,stimuli,Zone1,content_web_audio,0.2999999998137355,,,AUDIO PLAY REQUESTED,,0,1,0,,,,,1,vas_bada_task,1,ba-da_002.mp3,2
365,1626203937358,13/07/2021 19:18:57,1626203937897,-5,13/07/2021 14:18:57,55990,9,task-b3m7,,14300489,5d463e632f66d00016120742,4258754,,complete,,60ede5a3f2865e686db5cf28,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1536x864,1536x793,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,21,72,1,stimuli,Zone1,content_web_audio,245.39999999990687,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_002.mp3,2
366,1626203938350,13/07/2021 19:18:58,1626203938920,-5,13/07/2021 14:18:58,55990,9,task-b3m7,,14300489,5d463e632f66d00016120742,4258754,,complete,,60ede5a3f2865e686db5cf28,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1536x864,1536x793,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,21,72,2,response,likert,response_rating_scale_likert,1003.4000000003725,,,1,,0,1,0,,,,,1,vas_bada_task,1,ba-da_002.mp3,2
367,1626203938540,13/07/2021 19:18:58,1626203938922,-5,13/07/2021 14:18:58,55990,9,task-b3m7,,14300489,5d463e632f66d00016120742,4258754,,complete,,60ede5a3f2865e686db5cf28,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1536x864,1536x793,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,21,72,2,response,continueButton,continue_keyboard,1003.4000000003725,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_002.mp3,2
368,1626203939353,13/07/2021 19:18:59,1626203939906,-5,13/07/2021 14:18:59,55990,9,task-b3m7,,14300489,5d463e632f66d00016120742,4258754,,complete,,60ede5a3f2865e686db5cf28,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1536x864,1536x793,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,21,72,3,isi,fixation,timelimit_screen,999.5980000000272,,,,,0,1,0,,,1,,1,vas_bada_task,1,ba-da_002.mp3,2
369,1626203939497,13/07/2021 19:18:59,1626203939921,-5,13/07/2021 14:18:59,55990,9,task-b3m7,,14300489,5d463e632f66d00016120742,4258754,,complete,,60ede5a3f2865e686db5cf28,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1536x864,1536x793,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,92,73,1,stimuli,Zone1,content_web_audio,0.2999999998137355,,,AUDIO PLAY REQUESTED,,0,1,0,,,,,1,vas_bada_task,1,ba-da_006.mp3,6
370,1626203939635,13/07/2021 19:18:59,1626203940153,-5,13/07/2021 14:19:00,55990,9,task-b3m7,,14300489,5d463e632f66d00016120742,4258754,,complete,,60ede5a3f2865e686db5cf28,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1536x864,1536x793,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,92,73,1,stimuli,Zone1,content_web_audio,231.89999999990687,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_006.mp3,6
371,1626203940619,13/07/2021 19:19:00,1626203941185,-5,13/07/2021 14:19:01,55990,9,task-b3m7,,14300489,5d463e632f66d00016120742,4258754,,complete,,60ede5a3f2865e686db5cf28,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1536x864,1536x793,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,92,73,2,response,likert,response_rating_scale_likert,1012.3999999999069,,,7,,0,1,0,,,,,1,vas_bada_task,1,ba-da_006.mp3,6
372,1626203940841,13/07/2021 19:19:00,1626203941186,-5,13/07/2021 14:19:01,55990,9,task-b3m7,,14300489,5d463e632f66d00016120742,4258754,,complete,,60ede5a3f2865e686db5cf28,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1536x864,1536x793,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,92,73,2,response,continueButton,continue_keyboard,1012.3999999999069,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_006.mp3,6
