Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-9edj,branch-ee59,checkpoint-7g4v,branch-52fz,checkpoint-irp3,randomiser-912i,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,progress,audio,cont_step
250,1626196165309,13/07/2021 17:09:25,1626196164983,-6,13/07/2021 11:09:24,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,30,48,2,response,continueButton,continue_keyboard,633.5,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_002.mp3,2
251,1626196166074,13/07/2021 17:09:26,1626196165974,-6,13/07/2021 11:09:25,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,30,48,3,isi,fixation,timelimit_screen,1002.6600000000035,,,,,0,1,0,,,1,,1,vas_bada_task,1,ba-da_002.mp3,2
252,1626196166293,13/07/2021 17:09:26,1626196166004,-6,13/07/2021 11:09:26,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,4,49,1,stimuli,Zone1,content_web_audio,0.6000000238418579,,,AUDIO PLAY REQUESTED,,0,1,0,,,,,1,vas_bada_task,1,ba-da_001.mp3,1
253,1626196166496,13/07/2021 17:09:26,1626196166235,-6,13/07/2021 11:09:26,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,4,49,1,stimuli,Zone1,content_web_audio,231,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_001.mp3,1
254,1626196166949,13/07/2021 17:09:26,1626196166841,-6,13/07/2021 11:09:26,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,4,49,2,response,likert,response_rating_scale_likert,587.2000000178814,,,1,,0,1,0,,,,,1,vas_bada_task,1,ba-da_001.mp3,1
255,1626196167137,13/07/2021 17:09:27,1626196166843,-6,13/07/2021 11:09:26,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,4,49,2,response,continueButton,continue_keyboard,587.2000000178814,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_001.mp3,1
256,1626196167968,13/07/2021 17:09:27,1626196167831,-6,13/07/2021 11:09:27,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,4,49,3,isi,fixation,timelimit_screen,1002.6600000000035,,,,,0,1,0,,,1,,1,vas_bada_task,1,ba-da_001.mp3,1
257,1626196168171,13/07/2021 17:09:28,1626196167854,-6,13/07/2021 11:09:27,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,69,50,1,stimuli,Zone1,content_web_audio,0.8999999761581421,,,AUDIO PLAY REQUESTED,,0,1,0,,,,,1,vas_bada_task,1,ba-da_005.mp3,5
258,1626196168390,13/07/2021 17:09:28,1626196168085,-6,13/07/2021 11:09:28,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,69,50,1,stimuli,Zone1,content_web_audio,231.89999997615814,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_005.mp3,5
259,1626196169312,13/07/2021 17:09:29,1626196169215,-6,13/07/2021 11:09:29,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,69,50,2,response,likert,response_rating_scale_likert,1113.7000000178814,,,5,,0,1,0,,,,,1,vas_bada_task,1,ba-da_005.mp3,5
260,1626196169515,13/07/2021 17:09:29,1626196169217,-6,13/07/2021 11:09:29,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,69,50,2,response,continueButton,continue_keyboard,1113.7000000178814,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_005.mp3,5
261,1626196170326,13/07/2021 17:09:30,1626196170203,-6,13/07/2021 11:09:30,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,69,50,3,isi,fixation,timelimit_screen,1002.6600000000035,,,,,0,1,0,,,1,,1,vas_bada_task,1,ba-da_005.mp3,5
262,1626196170529,13/07/2021 17:09:30,1626196170223,-6,13/07/2021 11:09:30,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,62,51,1,stimuli,Zone1,content_web_audio,0.7000000178813934,,,AUDIO PLAY REQUESTED,,0,1,0,,,,,1,vas_bada_task,1,ba-da_004.mp3,4
263,1626196170716,13/07/2021 17:09:30,1626196170455,-6,13/07/2021 11:09:30,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,62,51,1,stimuli,Zone1,content_web_audio,232.7000000178814,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_004.mp3,4
264,1626196171656,13/07/2021 17:09:31,1626196171490,-6,13/07/2021 11:09:31,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,62,51,2,response,likert,response_rating_scale_likert,1019.4000000059605,,,2,,0,1,0,,,,,1,vas_bada_task,1,ba-da_004.mp3,4
265,1626196171844,13/07/2021 17:09:31,1626196171492,-6,13/07/2021 11:09:31,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,62,51,2,response,continueButton,continue_keyboard,1019.4000000059605,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_004.mp3,4
266,1626196172593,13/07/2021 17:09:32,1626196172476,-6,13/07/2021 11:09:32,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,62,51,3,isi,fixation,timelimit_screen,1002.6600000000035,,,,,0,1,0,,,1,,1,vas_bada_task,1,ba-da_004.mp3,4
267,1626196172905,13/07/2021 17:09:32,1626196172495,-6,13/07/2021 11:09:32,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,42,52,1,stimuli,Zone1,content_web_audio,0.5,,,AUDIO PLAY REQUESTED,,0,1,0,,,,,1,vas_bada_task,1,ba-da_003.mp3,3
268,1626196172905,13/07/2021 17:09:32,1626196172726,-6,13/07/2021 11:09:32,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,42,52,1,stimuli,Zone1,content_web_audio,232,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_003.mp3,3
269,1626196173889,13/07/2021 17:09:33,1626196173777,-6,13/07/2021 11:09:33,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,42,52,2,response,likert,response_rating_scale_likert,1033.0999999940395,,,1,,0,1,0,,,,,1,vas_bada_task,1,ba-da_003.mp3,3
270,1626196174079,13/07/2021 17:09:34,1626196173779,-6,13/07/2021 11:09:33,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,42,52,2,response,continueButton,continue_keyboard,1033.0999999940395,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_003.mp3,3
271,1626196174878,13/07/2021 17:09:34,1626196174766,-6,13/07/2021 11:09:34,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,42,52,3,isi,fixation,timelimit_screen,1002.6600000000035,,,,,0,1,0,,,1,,1,vas_bada_task,1,ba-da_003.mp3,3
272,1626196175077,13/07/2021 17:09:35,1626196174785,-6,13/07/2021 11:09:34,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,8,53,1,stimuli,Zone1,content_web_audio,0.7000000178813934,,,AUDIO PLAY REQUESTED,,0,1,0,,,,,1,vas_bada_task,1,ba-da_001.mp3,1
273,1626196175281,13/07/2021 17:09:35,1626196175017,-6,13/07/2021 11:09:35,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,8,53,1,stimuli,Zone1,content_web_audio,231.30000001192093,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_001.mp3,1
274,1626196175958,13/07/2021 17:09:35,1626196175849,-6,13/07/2021 11:09:35,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,8,53,2,response,likert,response_rating_scale_likert,816.1999999880791,,,1,,0,1,0,,,,,1,vas_bada_task,1,ba-da_001.mp3,1
275,1626196176161,13/07/2021 17:09:36,1626196175851,-6,13/07/2021 11:09:35,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,8,53,2,response,continueButton,continue_keyboard,816.1999999880791,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_001.mp3,1
276,1626196176958,13/07/2021 17:09:36,1626196176838,-6,13/07/2021 11:09:36,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,8,53,3,isi,fixation,timelimit_screen,1002.6599999999744,,,,,0,1,0,,,1,,1,vas_bada_task,1,ba-da_001.mp3,1
277,1626196177156,13/07/2021 17:09:37,1626196176857,-6,13/07/2021 11:09:36,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,83,54,1,stimuli,Zone1,content_web_audio,0.5999999940395355,,,AUDIO PLAY REQUESTED,,0,1,0,,,,,1,vas_bada_task,1,ba-da_006.mp3,6
278,1626196177349,13/07/2021 17:09:37,1626196177089,-6,13/07/2021 11:09:37,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,83,54,1,stimuli,Zone1,content_web_audio,231.89999997615814,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_006.mp3,6
279,1626196178755,13/07/2021 17:09:38,1626196178636,-6,13/07/2021 11:09:38,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,83,54,2,response,likert,response_rating_scale_likert,1530.2999999821186,,,6,,0,1,0,,,,,1,vas_bada_task,1,ba-da_006.mp3,6
280,1626196178956,13/07/2021 17:09:38,1626196178638,-6,13/07/2021 11:09:38,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,83,54,2,response,continueButton,continue_keyboard,1530.2999999821186,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_006.mp3,6
281,1626196179740,13/07/2021 17:09:39,1626196179629,-6,13/07/2021 11:09:39,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,83,54,3,isi,fixation,timelimit_screen,1002.6600000000035,,,,,0,1,0,,,1,,1,vas_bada_task,1,ba-da_006.mp3,6
282,1626196180312,13/07/2021 17:09:40,1626196179651,-6,13/07/2021 11:09:39,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,20,55,1,stimuli,Zone1,content_web_audio,0.5,,,AUDIO PLAY REQUESTED,,0,1,0,,,,,1,vas_bada_task,1,ba-da_002.mp3,2
283,1626196180577,13/07/2021 17:09:40,1626196179880,-6,13/07/2021 11:09:39,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,20,55,1,stimuli,Zone1,content_web_audio,229.19999998807907,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_002.mp3,2
284,1626196181569,13/07/2021 17:09:41,1626196181453,-6,13/07/2021 11:09:41,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,20,55,2,response,likert,response_rating_scale_likert,1555.8999999761581,,,1,,0,1,0,,,,,1,vas_bada_task,1,ba-da_002.mp3,2
285,1626196181772,13/07/2021 17:09:41,1626196181455,-6,13/07/2021 11:09:41,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,20,55,2,response,continueButton,continue_keyboard,1555.8999999761581,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_002.mp3,2
286,1626196182569,13/07/2021 17:09:42,1626196182453,-6,13/07/2021 11:09:42,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,20,55,3,isi,fixation,timelimit_screen,1002.6600000000035,,,,,0,1,0,,,1,,1,vas_bada_task,1,ba-da_002.mp3,2
287,1626196182757,13/07/2021 17:09:42,1626196182474,-6,13/07/2021 11:09:42,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,104,56,1,stimuli,Zone1,content_web_audio,0.5,,,AUDIO PLAY REQUESTED,,0,1,0,,,,,1,vas_bada_task,1,ba-da_007.mp3,7
288,1626196182952,13/07/2021 17:09:42,1626196182721,-6,13/07/2021 11:09:42,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,104,56,1,stimuli,Zone1,content_web_audio,247.30000001192093,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_007.mp3,7
289,1626196184553,13/07/2021 17:09:44,1626196184438,-6,13/07/2021 11:09:44,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,104,56,2,response,likert,response_rating_scale_likert,1704.5,,,6,,0,1,0,,,,,1,vas_bada_task,1,ba-da_007.mp3,7
290,1626196184757,13/07/2021 17:09:44,1626196184440,-6,13/07/2021 11:09:44,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,104,56,2,response,continueButton,continue_keyboard,1704.5,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_007.mp3,7
291,1626196185530,13/07/2021 17:09:45,1626196185427,-6,13/07/2021 11:09:45,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,104,56,3,isi,fixation,timelimit_screen,1002.6600000000035,,,,,0,1,0,,,1,,1,vas_bada_task,1,ba-da_007.mp3,7
292,1626196185749,13/07/2021 17:09:45,1626196185450,-6,13/07/2021 11:09:45,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,28,57,1,stimuli,Zone1,content_web_audio,0.9000000059604645,,,AUDIO PLAY REQUESTED,,0,1,0,,,,,1,vas_bada_task,1,ba-da_002.mp3,2
293,1626196185952,13/07/2021 17:09:45,1626196185680,-6,13/07/2021 11:09:45,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,28,57,1,stimuli,Zone1,content_web_audio,230.59999999403954,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_002.mp3,2
294,1626196188108,13/07/2021 17:09:48,1626196187498,-6,13/07/2021 11:09:47,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,28,57,2,response,likert,response_rating_scale_likert,1799.300000011921,,,1,,0,1,0,,,,,1,vas_bada_task,1,ba-da_002.mp3,2
295,1626196188295,13/07/2021 17:09:48,1626196187500,-6,13/07/2021 11:09:47,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,28,57,2,response,continueButton,continue_keyboard,1799.300000011921,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_002.mp3,2
296,1626196188613,13/07/2021 17:09:48,1626196188487,-6,13/07/2021 11:09:48,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,28,57,3,isi,fixation,timelimit_screen,1002.6600000000035,,,,,0,1,0,,,1,,1,vas_bada_task,1,ba-da_002.mp3,2
297,1626196188796,13/07/2021 17:09:48,1626196188513,-6,13/07/2021 11:09:48,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,11,58,1,stimuli,Zone1,content_web_audio,0.5,,,AUDIO PLAY REQUESTED,,0,1,0,,,,,1,vas_bada_task,1,ba-da_001.mp3,1
298,1626196188988,13/07/2021 17:09:48,1626196188743,-6,13/07/2021 11:09:48,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,11,58,1,stimuli,Zone1,content_web_audio,229.90000000596046,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_001.mp3,1
